feature,importance
f22,0.004859566514288538
f28,0.00023858190079051322
f9,3.8082178746290385e-05
f17,1.002662209925731e-07
f300,0.0
f105,0.0
f100,0.0
f101,0.0
f102,0.0
f103,0.0
f104,0.0
f106,0.0
f98,0.0
f107,0.0
f108,0.0
f109,0.0
f110,0.0
f111,0.0
f112,0.0
f113,0.0
